Data,V_SP500,V_IBOV
3/23/2020,2.237.399.902,63.570.000.000
3/24/2020,2.447.330.078,69.729.000.000
3/25/2020,2.475.560.059,74.956.000.000
3/26/2020,2.630.070.068,77.710.000.000
3/27/2020,2.541.469.971,73.429.000.000
3/30/2020,2.626.649.902,74.640.000.000
3/31/2020,2.584.590.088,73.020.000.000
4/1/2020,2.470.500.000,70.967.000.000
4/2/2020,2.526.899.902,72.253.000.000
4/3/2020,2.488.649.902,69.538.000.000
4/6/2020,2.663.679.932,74.073.000.000
4/7/2020,2.659.409.912,76.358.000.000
4/8/2020,2.749.979.980,78.625.000.000
4/9/2020,2.789.820.068,77.682.000.000
4/13/2020,2.761.629.883,78.836.000.000
4/14/2020,2.846.060.059,79.918.000.000
4/15/2020,2.783.360.107,78.831.000.000
4/16/2020,2.799.550.049,77.812.000.000
4/17/2020,2.874.560.059,78.990.000.000
4/20/2020,2.823.159.912,78.973.000.000
4/22/2020,2.799.310.059,80.687.000.000
4/23/2020,2.797.800.049,79.673.000.000
4/24/2020,2.836.739.990,75.331.000.000
4/27/2020,2.878.479.980,78.239.000.000
4/28/2020,2.863.389.893,81.312.000.000
4/29/2020,2.939.510.010,83.171.000.000
4/30/2020,2.912.429.932,80.506.000.000
5/4/2020,2.842.739.990,78.876.000.000
5/5/2020,2.868.439.941,79.471.000.000
5/6/2020,2.848.419.922,79.064.000.000
5/7/2020,2.881.189.941,78.119.000.000
5/8/2020,2.929.800.049,80.263.000.000
5/11/2020,2.930.189.941,79.065.000.000
5/12/2020,2.870.120.117,77.872.000.000
5/13/2020,2.820.000.000,77.772.000.000
5/14/2020,2.852.500.000,79.011.000.000
5/15/2020,2.863.699.951,77.557.000.000
5/18/2020,2.953.909.912,81.194.000.000
5/19/2020,2.922.939.941,80.742.000.000
5/20/2020,2.971.610.107,81.319.000.000
5/21/2020,2.948.510.010,83.027.000.000
5/22/2020,2.955.449.951,82.173.000.000
5/26/2020,2.991.770.020,85.469.000.000
5/27/2020,3.036.129.883,87.946.000.000
5/28/2020,3.029.729.980,86.949.000.000
5/29/2020,3.044.310.059,87.403.000.000
6/1/2020,3.055.729.980,88.620.000.000
6/2/2020,3.080.820.068,91.046.000.000
6/3/2020,3.122.870.117,93.002.000.000
6/4/2020,3.112.350.098,93.829.000.000
6/5/2020,3.193.929.932,94.637.000.000
6/8/2020,3.232.389.893,97.645.000.000
6/9/2020,3.207.179.932,96.747.000.000
6/10/2020,3.190.139.893,94.686.000.000
6/12/2020,3.041.310.059,92.795.000.000
6/15/2020,3.066.590.088,92.376.000.000
6/16/2020,3.124.739.990,93.531.000.000
6/17/2020,3.113.489.990,95.547.000.000
6/18/2020,3.115.340.088,96.125.000.000
6/19/2020,3.097.739.990,96.572.000.000
6/22/2020,3.117.860.107,95.336.000.000
6/23/2020,3.131.290.039,95.975.000.000
6/24/2020,3.050.330.078,94.377.000.000
6/25/2020,3.083.760.010,95.983.000.000
6/26/2020,3.009.050.049,93.834.000.000
6/29/2020,3.053.239.990,95.735.000.000
6/30/2020,3.100.290.039,95.056.000.000
7/1/2020,3.115.860.107,96.203.000.000
7/2/2020,3.130.010.010,96.235.000.000
7/6/2020,3.179.719.971,98.937.000.000
7/7/2020,3.145.320.068,97.761.000.000
7/8/2020,3.169.939.941,99.770.000.000
7/9/2020,3.152.050.049,99.160.000.000
7/10/2020,3.185.040.039,100.032.000.000
7/13/2020,3.155.219.971,98.697.000.000
7/14/2020,3.197.520.020,100.440.000.000
7/15/2020,3.226.560.059,101.791.000.000
7/16/2020,3.215.570.068,100.553.000.000
7/17/2020,3.224.729.980,102.888.000.000
7/20/2020,3.251.840.088,104.426.000.000
7/21/2020,3.257.300.049,104.310.000.000
7/22/2020,3.276.020.020,104.290.000.000
7/23/2020,3.235.659.912,102.293.000.000
7/24/2020,3.215.629.883,102.382.000.000
7/27/2020,3.239.409.912,104.477.000.000
7/28/2020,3.218.439.941,104.109.000.000
7/29/2020,3.258.439.941,105.605.000.000
7/30/2020,3.246.219.971,105.009.000.000
7/31/2020,3.271.120.117,102.912.000.000
8/3/2020,3.294.610.107,102.830.000.000
8/4/2020,3.306.510.010,101.216.000.000
8/5/2020,3.327.770.020,102.802.000.000
8/6/2020,3.349.159.912,104.126.000.000
8/7/2020,3.351.280.029,102.776.000.000
8/10/2020,3.360.469.971,103.444.000.000
8/11/2020,3.333.689.941,102.174.000.000
8/12/2020,3.380.350.098,102.118.000.000
8/13/2020,3.373.429.932,100.461.000.000
8/14/2020,3.372.850.098,101.353.000.000
8/17/2020,3.381.989.990,99.595.000.000
8/18/2020,3.389.780.029,102.065.000.000
8/19/2020,3.374.850.098,100.854.000.000
8/20/2020,3.385.510.010,101.468.000.000
8/21/2020,3.397.159.912,101.521.000.000
8/24/2020,3.431.280.029,102.298.000.000
8/25/2020,3.443.620.117,102.118.000.000
8/26/2020,3.478.729.980,100.627.000.000
8/27/2020,3.484.550.049,100.624.000.000
8/28/2020,3.508.010.010,102.143.000.000
8/31/2020,3.500.310.059,99.369.000.000
9/1/2020,3.526.649.902,102.168.000.000
9/2/2020,3.580.840.088,101.911.000.000
9/3/2020,3.455.060.059,100.721.000.000
9/4/2020,3.426.959.961,101.242.000.000
9/8/2020,3.331.840.088,100.050.000.000
9/9/2020,3.398.959.961,101.292.000.000
9/10/2020,3.339.189.941,98.835.000.000
9/11/2020,3.340.969.971,98.363.000.000
9/14/2020,3.383.540.039,100.275.000.000
9/15/2020,3.401.199.951,100.298.000.000
9/16/2020,3.385.489.990,99.676.000.000
9/17/2020,3.357.010.010,100.098.000.000
9/18/2020,3.319.469.971,98.290.000.000
9/21/2020,3.281.060.059,96.991.000.000
9/22/2020,3.315.570.068,97.294.000.000
9/23/2020,3.236.919.922,95.735.000.000
9/24/2020,3.246.590.088,97.012.000.000
9/25/2020,3.298.459.961,96.999.000.000
9/28/2020,3.351.600.098,94.666.000.000
9/29/2020,3.335.469.971,93.580.000.000
